YEAR AS CUSTOMER,age,policy_number,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_hobbies,incident_date,incident_type,collision_type,incident_state,incident_city,incident_location,incident_hour_of_the_day,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year
31.08,55,398683,4/30/2007,IN,250/500,500,1607.36,0,MALE,MD,sales,yachting,1/19/2015,Multi-vehicle Collision,Rear Collision,SC,Arlington,8624 Francis Ave,21,60600,6060,12120,42420,Dodge,RAM,2007
21.50,41,605100,2/15/2001,IL,100/300,500,1042.25,0,MALE,Masters,exec-managerial,reading,2/8/2015,Multi-vehicle Collision,Rear Collision,NC,Riverwood,2905 Embaracadero Drive,0,81240,6770,20310,54160,Mercedes,C300,2008
21.25,39,143109,7/9/2001,OH,250/500,500,1453.95,0,FEMALE,PhD,armed-forces,bungie-jumping,1/7/2015,Multi-vehicle Collision,Side Collision,WV,Springfield,3443 Maple Ridge,17,29300,2930,5860,20510,Audi,A3,2010
3.08,31,230223,9/6/2008,IL,500/1000,500,1969.63,0,FEMALE,MD,sales,skydiving,2/13/2015,Multi-vehicle Collision,Side Collision,WV,Northbend,1618 Maple Hwy,21,76450,6950,13900,55600,Dodge,RAM,1995
26.83,44,769602,12/19/2004,IL,100/300,1000,1156.19,0,FEMALE,College,machine-op-inspct,cross-fit,2/15/2015,Multi-vehicle Collision,Side Collision,NY,Northbrook,3751 Tree Hwy,20,49400,9880,4940,34580,Jeep,Wrangler,2010
17.00,38,420815,11/15/2000,IL,100/300,2000,1124.47,0,FEMALE,MD,tech-support,kayaking,2/14/2015,Single Vehicle Collision,Side Collision,SC,Northbrook,6848 Elm Hwy,5,90530,16460,16460,57610,Ford,F150,2003
6.33,31,973546,3/14/2007,OH,500/1000,500,1493.5,5000000,FEMALE,Associate,priv-house-serv,movies,1/31/2015,Vehicle Theft,?,WV,Northbrook,4237 4th St,7,8030,1460,730,5840,Mercedes,E400,1995
16.08,40,608039,12/28/2004,IL,100/300,500,1155.38,0,FEMALE,PhD,handlers-cleaners,movies,1/28/2015,Single Vehicle Collision,Side Collision,NY,Columbus,6581 Rock Ridge,6,63900,6390,6390,51120,Accura,TL,2001
33.75,55,250162,7/5/1999,IL,250/500,500,878.19,0,MALE,PhD,machine-op-inspct,golf,3/1/2015,Multi-vehicle Collision,Rear Collision,NC,Northbend,7236 Apache Lane,2,38640,4830,4830,28980,Chevrolet,Tahoe,1997
36.25,58,786432,11/15/1997,IN,100/300,2000,1145.85,0,MALE,JD,sales,movies,1/10/2015,Multi-vehicle Collision,Rear Collision,NY,Columbus,3846 4th Hwy,19,41490,9220,4610,27660,Mercedes,E400,2004
4.50,35,445195,9/27/2010,IN,100/300,500,1261.28,0,FEMALE,MD,protective-serv,hiking,2/25/2015,Multi-vehicle Collision,Side Collision,VA,Springfield,5028 Maple Ridge,21,79090,14380,7190,57520,Nissan,Maxima,2012
12.00,35,938634,8/30/1993,IL,100/300,500,1427.46,0,MALE,High School,machine-op-inspct,cross-fit,1/30/2015,Multi-vehicle Collision,Side Collision,WV,Springfield,7426 Rock Drive,3,87900,17580,8790,61530,Dodge,Neon,1995
7.67,32,482495,1/29/1998,IL,500/1000,500,1592.41,0,MALE,Masters,prof-specialty,yachting,2/6/2015,Single Vehicle Collision,Rear Collision,WV,Columbus,5771 Best St,22,53400,5340,5340,42720,Jeep,Wrangler,1996
14.42,36,796005,8/18/2007,OH,250/500,1000,1274.63,0,MALE,College,machine-op-inspct,basketball,2/8/2015,Single Vehicle Collision,Rear Collision,SC,Springfield,9818 Cherokee Ave,22,52030,9460,9460,33110,Accura,MDX,1995
36.33,60,910604,4/14/1992,IN,250/500,500,1362.31,0,MALE,High School,prof-specialty,bungie-jumping,1/13/2015,Single Vehicle Collision,Front Collision,VA,Arlington,7819 2nd Ave,16,82060,14920,7460,59680,Saab,93,2005
12.92,35,327488,8/9/1993,OH,250/500,1000,919.37,0,FEMALE,Associate,protective-serv,hiking,1/18/2015,Single Vehicle Collision,Front Collision,NY,Northbrook,1331 Elm Ridge,0,48360,8060,8060,32240,Nissan,Maxima,1997
6.50,31,715202,4/2/1991,OH,250/500,1000,1377.23,0,FEMALE,Masters,armed-forces,kayaking,3/1/2015,Multi-vehicle Collision,Side Collision,NY,Hillsdale,9240 Britain Ave,1,52290,5810,11620,34860,Nissan,Maxima,1997
36.67,57,648852,3/15/2007,IL,100/300,1000,995.55,5000000,MALE,College,protective-serv,paintball,2/2/2015,Multi-vehicle Collision,Rear Collision,SC,Arlington,6668 Andromedia Ridge,19,68200,12400,12400,43400,Jeep,Wrangler,2007
22.00,43,516959,5/1/2010,IL,100/300,500,1508.12,6000000,MALE,PhD,craft-repair,basketball,1/20/2015,Multi-vehicle Collision,Rear Collision,NY,Columbus,5276 2nd Lane,0,60750,13500,6750,40500,Jeep,Wrangler,2015
5.50,30,984456,6/24/2003,IN,500/1000,500,484.67,0,FEMALE,College,adm-clerical,paintball,1/24/2015,Multi-vehicle Collision,Front Collision,SC,Arlington,2889 Weaver St,2,65560,11920,11920,41720,Volkswagen,Passat,2015
30.50,50,801331,7/8/1990,IN,500/1000,1000,1561.41,0,FEMALE,High School,handlers-cleaners,basketball,1/4/2015,Multi-vehicle Collision,Rear Collision,NY,Arlington,1879 4th Lane,5,70290,12780,12780,44730,Mercedes,C300,2012
15.67,37,786103,9/24/1994,OH,100/300,500,1457.21,0,FEMALE,JD,adm-clerical,hiking,1/17/2015,Single Vehicle Collision,Rear Collision,SC,Columbus,5499 Elm Hwy,6,45000,5000,5000,35000,Suburu,Forrestor,2003
18.67,39,684193,6/20/2012,IL,500/1000,1000,1128.71,0,FEMALE,JD,prof-specialty,sleeping,2/4/2015,Multi-vehicle Collision,Rear Collision,VA,Riverwood,8822 Sky St,21,61800,12360,6180,43260,Suburu,Impreza,2007
21.08,46,247505,4/19/2006,IL,100/300,500,1358.2,0,FEMALE,MD,transport-moving,movies,2/14/2015,Multi-vehicle Collision,Front Collision,NY,Columbus,4254 Best Ridge,11,64570,5870,11740,46960,Jeep,Wrangler,2001
37.17,61,259792,4/7/1999,IL,100/300,1000,1232.79,0,FEMALE,High School,adm-clerical,reading,1/7/2015,Single Vehicle Collision,Rear Collision,VA,Springfield,5812 Weaver Ave,3,70500,7050,14100,49350,Suburu,Forrestor,2007
14.08,37,185124,12/7/2001,IL,100/300,1000,936.19,0,MALE,JD,armed-forces,movies,2/2/2015,Multi-vehicle Collision,Side Collision,SC,Northbrook,7155 Apache Drive,4,57900,17370,5790,34740,Audi,A5,2005
21.25,46,760700,11/25/2006,IL,250/500,500,1302.34,0,FEMALE,JD,prof-specialty,video-games,1/12/2015,Multi-vehicle Collision,Front Collision,WV,Northbrook,1376 Pine St,2,57860,5260,10520,42080,Volkswagen,Jetta,2011
17.42,39,362407,12/6/1996,IN,100/300,500,1264.99,0,MALE,PhD,transport-moving,polo,1/1/2015,Single Vehicle Collision,Side Collision,VA,Northbrook,3340 3rd Hwy,22,37800,8400,4200,25200,Chevrolet,Silverado,1995
17.50,37,389525,7/10/2012,OH,500/1000,500,1467.76,0,FEMALE,MD,tech-support,hiking,2/22/2015,Single Vehicle Collision,Front Collision,NY,Northbend,3097 4th Drive,8,63300,6330,6330,50640,Toyota,Highlander,2000
14.50,33,179538,4/7/2014,IN,250/500,2000,1124.43,0,FEMALE,College,farming-fishing,paintball,1/16/2015,Multi-vehicle Collision,Rear Collision,WV,Northbrook,1916 Elm St,14,44200,8840,4420,30940,Saab,93,1995
5.83,28,265437,10/11/2003,IL,250/500,1000,1319.81,0,MALE,High School,machine-op-inspct,yachting,1/28/2015,Multi-vehicle Collision,Side Collision,WV,Arlington,8917 Cherokee Lane,14,31680,3520,3520,24640,Toyota,Camry,2006
7.42,32,266247,1/17/2015,IN,100/300,2000,1482.53,0,FEMALE,MD,tech-support,kayaking,1/23/2015,Parked Car,?,WV,Northbrook,8492 Weaver Hwy,5,100,10,20,70,Audi,A3,2002
38.17,61,921851,12/7/1992,IN,100/300,1000,1328.18,0,FEMALE,High School,protective-serv,bungie-jumping,2/25/2015,Single Vehicle Collision,Front Collision,WV,Columbus,3753 Francis Lane,18,56340,6260,6260,43820,Volkswagen,Passat,2003
19.92,40,488724,11/29/2004,IN,100/300,500,1463.95,0,FEMALE,JD,sales,skydiving,2/11/2015,Multi-vehicle Collision,Rear Collision,NC,Springfield,4545 4th Ridge,20,69740,6340,6340,57060,Dodge,Neon,2003
13.42,38,192524,1/2/2004,IL,100/300,2000,1133.85,0,MALE,PhD,priv-house-serv,exercise,1/3/2015,Multi-vehicle Collision,Front Collision,WV,Springfield,2272 Embaracadero Drive,0,60480,5040,15120,40320,Volkswagen,Jetta,2003
37.17,61,338070,1/25/2006,IN,500/1000,1000,1037.32,0,FEMALE,High School,tech-support,skydiving,1/30/2015,Multi-vehicle Collision,Rear Collision,NC,Hillsdale,5341 5th Ave,1,80880,6740,13480,60660,Nissan,Ultima,2005
39.67,61,865607,4/18/1993,IN,250/500,1000,1562.8,0,FEMALE,Masters,handlers-cleaners,dancing,1/18/2015,Single Vehicle Collision,Front Collision,WV,Hillsdale,7745 Washington Ridge,10,49390,8980,4490,35920,Suburu,Legacy,2009
5.83,29,963285,12/9/2006,IN,100/300,1000,1425.79,0,FEMALE,MD,armed-forces,video-games,1/4/2015,Single Vehicle Collision,Front Collision,NC,Riverwood,1275 4th Ridge,12,69360,11560,11560,46240,Dodge,RAM,2009
19.42,41,728491,8/30/1997,OH,500/1000,2000,1615.14,0,FEMALE,Associate,tech-support,board-games,1/20/2015,Vehicle Theft,?,NY,Springfield,4857 Weaver St,6,3740,680,680,2380,Chevrolet,Malibu,2011
10.17,33,553436,6/3/1991,IL,250/500,500,1236.5,0,MALE,PhD,other-service,bungie-jumping,2/12/2015,Parked Car,?,NY,Hillsdale,8211 Sky Hwy,1,5060,460,920,3680,Nissan,Ultima,2003
27.92,48,440616,9/6/1995,IL,500/1000,2000,1017.97,0,FEMALE,MD,machine-op-inspct,chess,2/19/2015,Multi-vehicle Collision,Front Collision,WV,Columbus,8617 Best Ave,21,35860,3260,6520,26080,BMW,X5,2005
21.42,40,463237,2/9/2000,IN,100/300,2000,1306,0,MALE,Associate,machine-op-inspct,cross-fit,2/21/2015,Multi-vehicle Collision,Front Collision,NY,Columbus,9856 Apache St,3,50050,7700,3850,38500,Ford,Fusion,2008
7.08,27,753452,7/23/1996,IL,500/1000,2000,1174.14,0,MALE,College,priv-house-serv,dancing,2/2/2015,Multi-vehicle Collision,Rear Collision,NY,Northbend,1951 Best Ave,14,59070,10740,5370,42960,Toyota,Camry,2012
11.08,30,920554,9/21/2005,IN,500/1000,1000,1231.01,0,MALE,College,adm-clerical,board-games,2/1/2015,Multi-vehicle Collision,Front Collision,SC,Riverwood,1824 5th Lane,19,28440,3160,3160,22120,Dodge,Neon,2007
9.92,34,594783,12/30/2011,IL,250/500,500,1299.18,0,FEMALE,College,tech-support,hiking,1/8/2015,Single Vehicle Collision,Front Collision,OH,Springfield,7393 Washington St,7,45540,8280,8280,28980,Honda,Civic,1998
14.08,34,725330,7/21/1996,IN,100/300,500,1469.75,0,FEMALE,JD,sales,reading,1/16/2015,Single Vehicle Collision,Rear Collision,VA,Arlington,1386 Britain St,0,38700,7740,3870,27090,Volkswagen,Passat,2012
18.75,39,607259,4/8/1996,OH,250/500,500,1390.72,0,MALE,Masters,tech-support,paintball,2/20/2015,Parked Car,?,SC,Northbrook,7928 Maple Ridge,6,5830,1060,530,4240,Nissan,Pathfinder,2011
7.00,32,979336,3/4/2001,IL,500/1000,500,1694.09,7000000,FEMALE,Associate,prof-specialty,cross-fit,1/30/2015,Single Vehicle Collision,Rear Collision,NY,Northbend,1546 Cherokee Ave,0,57240,4770,9540,42930,BMW,X6,1995
14.08,39,865201,10/19/2001,OH,100/300,2000,1140.15,0,MALE,High School,armed-forces,exercise,1/19/2015,Multi-vehicle Collision,Rear Collision,VA,Riverwood,2003 2nd Hwy,9,46200,4200,8400,33600,Suburu,Legacy,2015
10.33,32,140977,8/18/2006,IN,100/300,1000,1310.71,0,FEMALE,Masters,farming-fishing,kayaking,2/25/2015,Single Vehicle Collision,Side Collision,NY,Columbus,9418 5th Hwy,23,57700,5770,5770,46160,Toyota,Camry,2003
26.67,48,787351,4/28/2013,IL,250/500,2000,1730.49,7000000,MALE,College,transport-moving,hiking,1/24/2015,Multi-vehicle Collision,Front Collision,WV,Northbrook,8770 1st Lane,13,56160,4680,9360,42120,Saab,95,1995
24.75,47,272330,11/29/2009,IN,250/500,500,1616.65,7000000,MALE,MD,adm-clerical,movies,1/16/2015,Multi-vehicle Collision,Side Collision,WV,Columbus,1087 Flute Drive,0,44400,5550,5550,33300,Jeep,Grand Cherokee,1999
35.08,56,728025,2/15/1990,IN,100/300,500,1935.85,4000000,MALE,Masters,machine-op-inspct,reading,1/12/2015,Single Vehicle Collision,Rear Collision,NY,Hillsdale,2217 Tree Lane,7,92730,16860,8430,67440,Mercedes,E400,2004
11.33,33,804608,4/12/2002,OH,250/500,1000,855.14,0,FEMALE,PhD,craft-repair,paintball,1/4/2015,Single Vehicle Collision,Side Collision,NC,Northbrook,6741 Oak Ridge,23,30700,3070,6140,21490,Toyota,Corolla,2015
3.83,24,718829,2/21/1999,OH,250/500,2000,1568.47,4000000,FEMALE,High School,armed-forces,yachting,2/2/2015,Single Vehicle Collision,Side Collision,NY,Northbrook,2123 MLK Ridge,7,56600,11320,5660,39620,Toyota,Camry,1999
2.83,24,482404,6/18/2011,IN,500/1000,2000,1550.53,0,FEMALE,MD,armed-forces,dancing,2/1/2015,Parked Car,?,VA,Hillsdale,4390 4th Drive,20,3960,660,660,2640,Audi,A3,1998
7.92,30,331170,3/26/1995,IL,250/500,2000,1370.92,0,MALE,College,transport-moving,video-games,2/14/2015,Single Vehicle Collision,Rear Collision,SC,Arlington,1437 3rd Lane,22,34800,3480,6960,24360,Accura,MDX,1999
11.67,36,753056,5/3/1991,IN,250/500,500,1363.59,0,FEMALE,JD,armed-forces,kayaking,2/8/2015,Multi-vehicle Collision,Rear Collision,NY,Riverwood,1186 Rock St,10,79500,7950,7950,63600,Chevrolet,Tahoe,2000
16.67,34,910365,12/19/2001,IN,250/500,1000,828.42,3000000,FEMALE,College,prof-specialty,basketball,1/22/2015,Single Vehicle Collision,Front Collision,NY,Arlington,4394 Oak St,10,56000,5600,5600,44800,Chevrolet,Malibu,2009
10.25,29,379268,8/5/2012,IN,250/500,500,1209.63,0,FEMALE,Masters,machine-op-inspct,chess,1/14/2015,Single Vehicle Collision,Rear Collision,NC,Arlington,8368 Cherokee Ave,17,73260,16280,0,56980,Volkswagen,Jetta,2014
22.25,46,362843,8/9/2004,OH,250/500,2000,1111.17,0,MALE,MD,craft-repair,base-jumping,2/3/2015,Parked Car,?,WV,Arlington,4905 Best Lane,3,4950,900,450,3600,Toyota,Camry,1995
24.17,42,135400,1/20/2014,IN,500/1000,500,989.97,0,MALE,Masters,machine-op-inspct,kayaking,1/20/2015,Single Vehicle Collision,Rear Collision,WV,Hillsdale,3618 Sky Ave,10,48000,4800,9600,33600,Saab,95,2013
3.75,37,798579,12/19/2011,IN,250/500,1000,1114.23,0,MALE,College,prof-specialty,dancing,1/1/2015,Single Vehicle Collision,Side Collision,SC,Arlington,5459 MLK Ave,1,52200,10440,5220,36540,Nissan,Pathfinder,2005
15.50,38,250833,7/28/2008,IN,250/500,2000,1347.31,0,FEMALE,JD,protective-serv,dancing,2/2/2015,Multi-vehicle Collision,Rear Collision,NY,Springfield,1371 Texas Lane,1,73800,12300,12300,49200,Audi,A3,1995
11.25,34,824116,5/5/1998,IL,250/500,2000,1687.53,0,FEMALE,JD,protective-serv,base-jumping,1/23/2015,Single Vehicle Collision,Side Collision,NC,Northbend,2654 Embaracadero St,7,78200,15640,7820,54740,Audi,A3,2009
9.17,33,322613,4/16/1995,IN,250/500,1000,1183.48,0,MALE,Associate,other-service,bungie-jumping,1/26/2015,Single Vehicle Collision,Rear Collision,VA,Northbend,2123 Texas Ave,19,55200,13800,9200,32200,Saab,93,2015
21.58,43,871305,2/14/1992,IL,500/1000,2000,1537.13,0,FEMALE,PhD,handlers-cleaners,kayaking,1/2/2015,Multi-vehicle Collision,Side Collision,NY,Northbend,4538 Flute Hwy,3,57060,6340,6340,44380,Ford,Fusion,2012
9.50,30,488037,7/11/2007,OH,250/500,1000,1173.25,0,FEMALE,Masters,protective-serv,dancing,2/25/2015,Vehicle Theft,?,WV,Arlington,4434 Weaver St,3,4680,520,520,3640,Chevrolet,Malibu,2013
33.67,56,485813,4/7/2010,IN,250/500,1000,1361.16,4000000,FEMALE,Masters,transport-moving,cross-fit,1/15/2015,Single Vehicle Collision,Front Collision,VA,Hillsdale,2798 1st Ave,23,53100,5310,5310,42480,Accura,MDX,2005
23.50,48,886473,3/10/1991,OH,500/1000,2000,1422.56,7000000,FEMALE,MD,prof-specialty,video-games,2/9/2015,Vehicle Theft,?,WV,Springfield,2809 Francis Lane,7,3520,640,320,2560,Accura,MDX,2013
4.75,25,907113,1/20/1996,IL,500/1000,2000,1143.06,0,FEMALE,Masters,tech-support,dancing,1/16/2015,Multi-vehicle Collision,Front Collision,VA,Riverwood,7281 Oak St,0,72900,14580,14580,43740,Nissan,Maxima,2010
17.92,38,833321,3/1/2010,IN,250/500,500,1405.71,0,FEMALE,PhD,craft-repair,camping,2/1/2015,Single Vehicle Collision,Rear Collision,SC,Arlington,9878 Washington Ave,10,70700,7070,14140,49490,Volkswagen,Passat,2008
11.67,30,521592,6/15/2014,IL,100/300,500,1354.2,0,FEMALE,College,adm-clerical,bungie-jumping,2/10/2015,Multi-vehicle Collision,Side Collision,SC,Columbus,2537 5th Ave,4,60170,5470,10940,43760,Nissan,Pathfinder,2006
20.83,42,254837,11/25/2004,IN,100/300,500,1055.6,0,MALE,High School,exec-managerial,paintball,1/3/2015,Single Vehicle Collision,Rear Collision,SC,Columbus,8493 Apache Drive,16,74800,13600,6800,54400,Ford,Fusion,2009
23.83,41,634499,8/26/2000,IL,250/500,1000,999.43,0,MALE,College,prof-specialty,paintball,1/1/2015,Vehicle Theft,?,WV,Northbend,2878 Britain Hwy,3,4100,820,410,2870,Chevrolet,Malibu,2009
29.67,47,574707,8/23/2005,IN,250/500,2000,1155.97,0,MALE,High School,prof-specialty,camping,2/23/2015,Single Vehicle Collision,Side Collision,SC,Columbus,2862 Tree Ridge,5,61490,5590,11180,44720,Dodge,RAM,2009
5.42,29,476839,8/9/1990,IL,250/500,1000,1726.91,0,MALE,High School,other-service,basketball,1/28/2015,Vehicle Theft,?,VA,Hillsdale,4453 Best Ave,14,7200,720,1440,5040,Audi,A5,1999
15.58,34,149601,3/28/2003,IN,500/1000,500,1232.57,0,FEMALE,PhD,machine-op-inspct,polo,2/22/2015,Multi-vehicle Collision,Side Collision,NY,Arlington,5191 4th St,7,45100,8200,4100,32800,Nissan,Pathfinder,2011
32.17,53,630683,10/23/2007,OH,250/500,500,1078.65,0,MALE,JD,craft-repair,camping,1/3/2015,Single Vehicle Collision,Front Collision,WV,Northbend,1364 Best St,16,66660,12120,6060,48480,Honda,Civic,2006
16.42,41,500639,6/27/1996,OH,500/1000,1000,1324.78,0,FEMALE,PhD,prof-specialty,basketball,1/10/2015,Single Vehicle Collision,Front Collision,NC,Northbrook,8946 2nd Drive,6,76400,15280,7640,53480,Volkswagen,Jetta,1997
13.83,37,352120,12/11/1994,IN,250/500,500,1518.54,0,FEMALE,MD,craft-repair,kayaking,1/25/2015,Single Vehicle Collision,Rear Collision,PA,Riverwood,3726 MLK Hwy,10,58300,10600,10600,37100,Ford,F150,2001
24.42,49,569245,12/5/1995,IL,100/300,2000,1239.06,0,FEMALE,JD,transport-moving,skydiving,1/10/2015,Single Vehicle Collision,Front Collision,SC,Riverwood,2820 Britain St,19,57310,5210,10420,41680,Volkswagen,Passat,2002
14.92,32,907012,12/15/1996,OH,500/1000,2000,1246.68,0,FEMALE,PhD,priv-house-serv,movies,1/28/2015,Single Vehicle Collision,Front Collision,NY,Arlington,2646 MLK Drive,10,53100,5900,5900,41300,Suburu,Impreza,2006
6.33,24,700074,6/6/2011,OH,250/500,1000,1622.67,0,FEMALE,MD,priv-house-serv,paintball,2/18/2015,Multi-vehicle Collision,Side Collision,WV,Riverwood,6256 Elm St,6,74700,14940,7470,52290,Suburu,Forrestor,1997
8.75,28,866805,12/13/1995,OH,250/500,500,1082.36,0,FEMALE,Associate,prof-specialty,golf,1/24/2015,Multi-vehicle Collision,Rear Collision,SC,Riverwood,9724 Maple St,12,60500,12100,6050,42350,Audi,A5,1995
8.08,26,951863,10/28/1997,OH,250/500,1000,1270.55,0,MALE,Masters,protective-serv,chess,1/20/2015,Multi-vehicle Collision,Side Collision,NC,Riverwood,7397 4th Drive,10,84920,7720,15440,61760,Jeep,Wrangler,2006
12.33,36,211578,1/4/1996,IL,500/1000,1000,1236.32,5000000,FEMALE,MD,adm-clerical,hiking,1/10/2015,Single Vehicle Collision,Side Collision,PA,Northbrook,3488 Flute Lane,0,61050,5550,11100,44400,Dodge,Neon,2009
6.42,26,357394,5/9/2008,IL,250/500,2000,785.82,0,MALE,JD,exec-managerial,movies,1/7/2015,Multi-vehicle Collision,Rear Collision,NY,Hillsdale,9082 3rd Lane,12,69080,12560,6280,50240,Audi,A5,2009
24.58,46,863749,12/5/2009,IN,250/500,500,1265.84,0,FEMALE,JD,prof-specialty,paintball,1/16/2015,Vehicle Theft,?,VA,Arlington,1941 5th Ridge,10,4560,760,380,3420,Nissan,Pathfinder,2007
10.50,28,596914,1/5/1992,IN,250/500,500,1508.9,0,FEMALE,JD,machine-op-inspct,skydiving,1/1/2015,Multi-vehicle Collision,Rear Collision,WV,Northbend,5333 MLK Lane,3,67800,11300,11300,45200,Ford,F150,2011
11.00,32,684653,11/15/1997,OH,250/500,2000,1106.84,0,MALE,PhD,other-service,reading,1/7/2015,Vehicle Theft,?,SC,Riverwood,4577 Sky Hwy,21,5600,1120,560,3920,Suburu,Legacy,2005
30.83,55,528259,12/22/2012,IN,500/1000,2000,1389.13,7000000,MALE,JD,other-service,basketball,2/17/2015,Vehicle Theft,?,NC,Northbrook,4814 Lincoln Lane,6,9000,900,1800,6300,Mercedes,ML350,2015
21.42,43,797636,5/19/1992,IN,100/300,1000,974.84,0,FEMALE,JD,transport-moving,kayaking,2/26/2015,Single Vehicle Collision,Rear Collision,VA,Northbend,2381 1st Hwy,0,85320,21330,7110,56880,Nissan,Pathfinder,2006
0.75,24,326180,5/25/2002,IL,100/300,2000,1304.46,0,FEMALE,PhD,machine-op-inspct,golf,1/31/2015,Vehicle Theft,?,NC,Arlington,6939 3rd Hwy,6,5940,540,1080,4320,Audi,A5,2001
15.42,34,620075,4/21/2010,OH,250/500,500,1257.36,0,FEMALE,PhD,armed-forces,movies,2/27/2015,Multi-vehicle Collision,Side Collision,SC,Arlington,5269 Flute Hwy,20,51370,9340,4670,37360,BMW,M5,2000
19.50,43,965187,3/26/1990,OH,250/500,500,1257.04,0,MALE,Associate,protective-serv,reading,3/1/2015,Single Vehicle Collision,Rear Collision,SC,Northbrook,7197 2nd Drive,4,51600,10320,5160,36120,Dodge,Neon,2011
21.08,44,516182,5/12/2007,OH,100/300,2000,719.52,0,FEMALE,High School,farming-fishing,golf,2/13/2015,Parked Car,?,SC,Arlington,1741 Best Ridge,9,5400,600,600,4200,Chevrolet,Malibu,1998
19.42,39,728839,1/2/2001,OH,500/1000,2000,1524.18,0,MALE,JD,craft-repair,reading,1/8/2015,Multi-vehicle Collision,Rear Collision,SC,Northbrook,9148 4th Hwy,20,48870,5430,5430,38010,Saab,95,1999
22.83,44,771509,8/10/2006,IN,500/1000,500,1395.58,0,FEMALE,JD,tech-support,reading,2/5/2015,Vehicle Theft,?,WV,Springfield,4279 Solo Drive,7,5590,860,860,3870,BMW,X5,2000
24.75,48,264221,7/28/2014,IL,500/1000,1000,1243.68,0,MALE,Masters,protective-serv,camping,2/20/2015,Multi-vehicle Collision,Front Collision,NY,Springfield,9177 Texas Ave,18,54960,6870,0,48090,Toyota,Corolla,2002
22.75,47,602704,9/27/2011,OH,500/1000,1000,1189.04,0,FEMALE,Associate,prof-specialty,video-games,1/24/2015,Multi-vehicle Collision,Side Collision,VA,Northbrook,5969 Francis St,0,39800,7960,3980,27860,Jeep,Wrangler,2014
12.25,37,672416,4/20/2013,IN,500/1000,2000,1375.29,0,FEMALE,Masters,armed-forces,chess,1/31/2015,Multi-vehicle Collision,Side Collision,SC,Columbus,9942 Tree Ave,11,56160,6240,6240,43680,Ford,Fusion,2015
23.75,42,545506,3/20/1991,IN,100/300,500,1389.13,0,MALE,Associate,priv-house-serv,golf,1/23/2015,Single Vehicle Collision,Side Collision,VA,Hillsdale,5474 Weaver Hwy,13,52700,5270,10540,36890,Toyota,Corolla,2005
24.08,43,777533,12/21/2002,OH,500/1000,1000,1387.51,0,FEMALE,Associate,sales,base-jumping,1/11/2015,Multi-vehicle Collision,Side Collision,NY,Riverwood,1102 Apache Hwy,19,68580,7620,7620,53340,Jeep,Wrangler,2010
35.58,60,953334,12/3/2005,IN,100/300,1000,1178.61,7000000,MALE,MD,craft-repair,board-games,2/20/2015,Single Vehicle Collision,Side Collision,NY,Springfield,9214 Texas Drive,23,90860,12980,19470,58410,Volkswagen,Jetta,2004
31.67,53,369781,5/25/2011,IL,250/500,2000,1166.62,6000000,MALE,Associate,priv-house-serv,bungie-jumping,2/24/2015,Parked Car,?,NC,Northbend,8991 Texas Hwy,23,5700,570,570,4560,Saab,93,2001
1.08,21,990998,10/18/2006,IN,100/300,1000,1556.31,0,MALE,Associate,prof-specialty,golf,1/19/2015,Multi-vehicle Collision,Side Collision,NY,Hillsdale,9580 MLK Ave,19,94930,8630,8630,77670,Accura,RSX,2014
23.50,43,982678,7/19/2006,OH,250/500,500,1452.27,0,MALE,MD,farming-fishing,video-games,1/8/2015,Single Vehicle Collision,Side Collision,SC,Northbend,5868 Best Drive,19,46800,4680,9360,32760,Audi,A5,2007
26.00,47,646069,6/8/2002,OH,500/1000,1000,1212.07,0,FEMALE,MD,exec-managerial,polo,3/1/2015,Multi-vehicle Collision,Side Collision,NY,Northbend,5318 5th Ave,17,56320,7040,7040,42240,Mercedes,ML350,2000
22.17,46,331683,2/12/2009,OH,100/300,2000,1578.54,0,MALE,Associate,handlers-cleaners,chess,1/21/2015,Single Vehicle Collision,Front Collision,WV,Hillsdale,7502 Rock Lane,18,83490,7590,15180,60720,Nissan,Pathfinder,1996
2.50,36,364055,5/14/2001,IN,500/1000,500,1488.26,0,FEMALE,College,machine-op-inspct,golf,2/28/2015,Multi-vehicle Collision,Side Collision,WV,Northbrook,4627 Elm Ridge,17,57900,5790,5790,46320,Saab,95,2008
16.50,36,521854,2/16/2001,IN,250/500,1000,1096.39,0,MALE,High School,armed-forces,kayaking,1/26/2015,Multi-vehicle Collision,Rear Collision,SC,Springfield,5584 Britain Lane,11,49410,5490,5490,38430,Audi,A3,2015
24.17,45,737252,11/18/1993,OH,500/1000,2000,1215.36,0,MALE,Associate,tech-support,reading,1/31/2015,Multi-vehicle Collision,Side Collision,WV,Northbend,7002 Oak Hwy,22,66200,6620,6620,52960,Suburu,Impreza,2012
21.67,46,344480,2/18/1990,OH,100/300,2000,1482.57,0,MALE,MD,priv-house-serv,reading,2/20/2015,Single Vehicle Collision,Front Collision,NY,Columbus,4780 Best Drive,7,64080,10680,10680,42720,Toyota,Camry,2005
